Name,Year_of_Release,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Platform,Genre
Angler's Club: Ultimate Bass Fishing 3D,2011.0,D3Publisher,0.0,0.03,0.0,0.0,0.03,,,,,Tamsoft,E,2,10
Dungeon Maker: Hunting Ground,2006.0,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,70.0,18.0,6.4,8.0,Global A,E10+,19,7
Zoo Tycoon,2001.0,Microsoft Game Studios,0.0,0.03,0.0,0.0,0.03,,,,,,,13,11
Super Hero Generation,2014.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,17,7
Tamagotchi no Doki Doki Dream Omisecchi,2013.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,2,9
MotoGP,2006.0,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,69.0,18.0,7.1,7.0,Namco Bandai Games,E,19,6
Toushin Toshi,2014.0,imageepoch Inc.,0.0,0.0,0.03,0.0,0.03,,,,,,,2,7
Trine 2,2012.0,Atlus,0.0,0.03,0.0,0.0,0.03,,,,,,,27,4
Suujin Taisen,2007.0,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,,,4,11
Street Supremacy,2005.0,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03,41.0,31.0,,,Genki,E,19,6
Driv3r,2005.0,Atari,0.02,0.01,0.0,0.0,0.03,,,5.4,5.0,Velez & Dubail,M,6,6
Best Friends Tonight,2010.0,Ubisoft,0.03,0.0,0.0,0.0,0.03,,,,,Ubisoft,E10+,4,3
Apache: Air Assault,2010.0,Just Flight,0.0,0.03,0.0,0.0,0.03,64.0,7.0,7.5,18.0,Gaijin Entertainment,T,13,9
Fritz Chess,2009.0,Deep Silver,0.0,0.03,0.0,0.01,0.03,,,,,,,17,11
River King: Mystic Valley (jp sales),2007.0,Rising Star Games,0.0,0.0,0.03,0.0,0.03,,,,,,,4,10
Winning Post World,2009.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,16,10
Beyond the Labyrinth,,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,,2,7
Call of Juarez: Bound in Blood,2009.0,Ubisoft,0.0,0.03,0.0,0.0,0.03,78.0,39.0,8.0,282.0,Techland,M,13,8
Atelier Sophie: The Alchemist of the Mysterious Book,2015.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,17,7
Red Faction: Guerrilla,2009.0,THQ,0.0,0.03,0.0,0.01,0.03,82.0,29.0,7.5,308.0,"Volition Inc., Reactor Zero",M,13,8
.hack: Sekai no Mukou ni + Versus,2012.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,17,0
Medarot 9: Kabuto Ver. / Kuwagata Ver.,2015.0,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,,2,7
Disney Sports Soccer,2002.0,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.03,75.0,7.0,,,KCEO,E,7,10
Clash of Elementalists,2013.0,Unknown,0.0,0.03,0.0,0.0,0.03,,,,,,,2,0
Rugby 15,2015.0,Bigben Interactive,0.0,0.03,0.0,0.01,0.03,,,,,HB Studios Multimedia,E,20,10
Cooking Mama 5: Bon Appetit!,2013.0,Office Create,0.0,0.0,0.03,0.0,0.03,,,,,,,2,9
Legend of the Dragon,2007.0,Game Factory,0.03,0.0,0.0,0.0,0.03,38.0,12.0,,,Neko Entertainment,T,19,2
Mame Goma: Honobo no Nikki,2007.0,TDK Core,0.0,0.0,0.03,0.0,0.03,,,,,,,4,9
F1 2016 (Codemasters),2016.0,Codemasters,0.0,0.03,0.0,0.0,0.03,,,,,,,13,6
Disney's Hide & Sneak,2003.0,Capcom,0.03,0.01,0.0,0.0,0.03,,,,,,,7,0
Deus Ex: Mankind Divided,2016.0,Square Enix,0.0,0.03,0.0,0.0,0.03,83.0,55.0,6.1,684.0,"Eidos Montreal, Nixxes Software",M,13,7
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,2013.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,20,11
Nobunaga no Yabou: Kakushin with Power-Up Kit,2008.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,16,11
Astonishia Story,2006.0,Ubisoft,0.03,0.0,0.0,0.0,0.03,48.0,35.0,4.9,18.0,Sonnori,E10+,19,7
Raw Danger!,2006.0,505 Games,0.02,0.01,0.0,0.0,0.03,,,,,,,16,0
Monster Rancher Hop-A-Bout,2000.0,Tecmo Koei,0.02,0.01,0.0,0.0,0.03,,,,,,,15,0
3DS Classic Collection,2016.0,Sega,0.03,0.0,0.0,0.0,0.03,,,,,,,2,3
Prince of Persia: The Forgotten Sands,2010.0,Ubisoft,0.0,0.03,0.0,0.0,0.03,75.0,16.0,6.6,218.0,Ubisoft Montreal,T,13,0
Custom Beat Battle: Draglade 2,2008.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,4,2
Gotouchi Kenkei DS,2006.0,Spike,0.0,0.0,0.03,0.0,0.03,,,,,,,4,3
The Sims 2: Glamour Life Stuff,2006.0,Electronic Arts,0.0,0.03,0.0,0.01,0.03,,,6.7,7.0,Maxis,T,13,9
Bikkuriman Daijiten,,,0.0,0.0,0.03,0.0,0.03,,,,,,,4,3
Accel World: Ginyoku no Kakusei,2012.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,17,1
Elf Bowling 1 & 2,2005.0,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,6,10
Turbo: Super Stunt Squad,2013.0,D3Publisher,0.0,0.03,0.0,0.0,0.03,,,,,Torus Games,E,4,10
Game of Thrones (Telltale),2015.0,Telltale Games,0.03,0.0,0.0,0.0,0.03,,,,,,,30,1
GunGriffon: Allied Strike,2004.0,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,55.0,21.0,,,Game Arts,T,29,9
Batman: A Telltale Game Series,2016.0,Telltale Games,0.01,0.02,0.0,0.0,0.03,,,,,,,28,1
Mystery Case Files: Ravenhearst,2007.0,Focus Home Interactive,0.01,0.02,0.0,0.01,0.03,,,,,Big Fish Games,E10+,13,5
Stacked with Daniel Negreanu,2006.0,Myelin Media,0.03,0.0,0.0,0.0,0.03,63.0,13.0,,,3G Studios,T,19,3
Vitamin X Evolution,2008.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,4,1
Saru! Get You! SaruSaru Daisakusen,2007.0,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,19,4
Midnight Mysteries: The Edgar Allan Poe Conspiracy,2009.0,GSP,0.0,0.03,0.0,0.01,0.03,,,,,MumboJumbo,T,13,1
Barbie and Her Sisters Puppy Rescue,2015.0,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,,,,,"Torus Games, Little Orbit",E,2,0
Arthur and the Invisibles,2007.0,Atari,0.03,0.0,0.0,0.0,0.03,,,,,,,4,1
The Flintstones: Big Trouble in Bedrock,2001.0,Swing! Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,6,4
RACE On,2009.0,bitComposer Games,0.0,0.03,0.0,0.01,0.03,73.0,14.0,8.2,20.0,SimBin,E,13,6
PopCap Arcade Vol 2,2009.0,PopCap Games,0.03,0.0,0.0,0.0,0.03,67.0,4.0,,,PopCap,E10+,28,3
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,2010.0,Kamui,0.0,0.0,0.03,0.0,0.03,,,,,,,4,3
Summon Night 6: Lost Borders,2016.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Media Vision,,18,0
Majesty 2: The Fantasy Kingdom Sim,,Unknown,0.03,0.0,0.0,0.0,0.03,,,,,"1C, Ino-Co, 1C Company",,28,9
Silverlicious,2012.0,GameMill Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,CokeM Interactive,E,4,0
Smart Girl's Winter Wonderland,2008.0,UFO Interactive,0.03,0.0,0.0,0.0,0.03,,,,,UFO Interactive,E,4,3
BeatMania IIDX 14 Gold,2008.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,16,9
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,1996.0,ASK,0.0,0.0,0.03,0.0,0.03,,,,,,,21,3
Toriko: Ultimate Survival,2013.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,2,0
Song of the Deep,2016.0,Insomniac Games,0.03,0.0,0.0,0.0,0.03,73.0,12.0,6.3,15.0,Insomniac Games,E,13,0
Vegas Casino,2007.0,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,Magnin & Associates,T,4,3
The Binding of Isaac,2012.0,Unknown,0.0,0.03,0.0,0.0,0.03,84.0,30.0,8.3,1010.0,"Edmund McMillen, Florian Himsl",,13,0
Madou Monogatari,1998.0,Compile,0.0,0.0,0.03,0.0,0.03,,,,,,,21,7
Maximum Racing: GP Classic Racing,2010.0,Nordic Games,0.03,0.0,0.0,0.0,0.03,,,,,Nordic Games Publishing,E,26,6
Togainu no Chi: True Blood,2008.0,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03,,,,,,,16,1
Castlevania: Lords of Shadow - Reverie,2011.0,Konami Digital Entertainment,0.02,0.0,0.0,0.01,0.03,,,,,,,17,0
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,2012.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,2,1
Tork: Prehistoric Punk,2005.0,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,62.0,21.0,6.2,6.0,Tiwak,E,29,4
Chicken Shoot 2,2005.0,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,,,,,Zuxxez,E10+,6,1
Tokyo Xanadu eX+,2016.0,Nihon Falcom Corporation,0.0,0.0,0.03,0.0,0.03,,,,,,,18,7
Airship Q,2015.0,Cygames,0.0,0.0,0.03,0.0,0.03,,,,,,,20,4
A Good Librarian Like a Good Shepherd: Library Party,2015.0,Kaga Create,0.0,0.0,0.03,0.0,0.03,,,,,,,20,0
Overlord II,2009.0,Codemasters,0.0,0.03,0.0,0.0,0.03,79.0,32.0,8.1,159.0,Triumph Studios,T,13,0
Flipper Critters,2007.0,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,60.0,13.0,,,Zen Studios,E,4,9
River City Super Sports Challenge,2010.0,Arc System Works,0.01,0.0,0.02,0.0,0.03,,,,,Million,T,4,10
Sea Park Tycoon,2010.0,Foreign Media Games,0.02,0.01,0.0,0.0,0.03,,,,,Most Wanted Entertainment,E,4,9
Underground Pool,2007.0,UFO Interactive,0.03,0.0,0.0,0.0,0.03,40.0,7.0,,,FrontLine Studios,E,4,10
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,2008.0,Hackberry,0.0,0.0,0.03,0.0,0.03,,,,,,,16,3
Accel World: Ginyoku no Kakusei,2012.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,19,1
Travel Coach: Europe 1,2008.0,HMH Interactive,0.0,0.03,0.0,0.0,0.03,,,,,,,4,3
Jikandia: The Timeless Land,2010.0,Idea Factory,0.03,0.0,0.0,0.0,0.03,60.0,5.0,7.2,5.0,Opus Studio,T,19,7
Classic Dungeon: Fuyoku no Masoujin,2010.0,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,,19,7
Rampo,1995.0,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,21,1
Toy Shop,2008.0,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,31.0,7.0,5.4,11.0,"Gameinvest, Seed Studios, Lda",E,4,9
DiRT Rally,2016.0,Codemasters,0.0,0.03,0.0,0.0,0.03,86.0,33.0,8.7,288.0,Codemasters,E,13,6
Trials Fusion,2014.0,Ubisoft,0.0,0.03,0.0,0.0,0.03,80.0,12.0,6.8,97.0,RedLynx,E10+,13,6
SuperCar Challenge,2009.0,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.03,65.0,23.0,7.8,11.0,System 3,,17,6
My Pet Shop (JP sales),2008.0,Square Enix,0.0,0.0,0.03,0.0,0.03,,,,,,,4,9
Prison Architect,2016.0,Introversion Software,0.01,0.01,0.0,0.01,0.03,80.0,18.0,8.0,19.0,"Introversion, Double Eleven",M,18,0
Hallowed Legends: Samhain,2011.0,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03,,,,,,,13,1
Exstetra,2013.0,FuRyu,0.0,0.0,0.03,0.0,0.03,,,,,,,20,7
Dodge Racing: Charger vs Challenger,2009.0,Zushi Games,0.03,0.0,0.0,0.0,0.03,,,,,EM Studios,E,4,6
Hakuoki Zuisouroku Omokage Hana,2015.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,20,0
Beastly,2011.0,Unknown,0.03,0.0,0.0,0.0,0.03,,,,,Visual Impact,E10+,26,3
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,2010.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,4,9
Rome: Total War - Gold Edition,2006.0,Sega,0.0,0.03,0.0,0.01,0.03,,,8.6,20.0,Creative Assembly,T,13,11
Breath of Fire III,2005.0,Capcom,0.0,0.02,0.0,0.01,0.03,,,9.7,6.0,Capcom,T,19,7
Biker Mice From Mars,2007.0,Game Factory,0.03,0.0,0.0,0.0,0.03,,,,,Full Fat,E10+,4,6
Atelier Shallie Plus: Alchemists of the Dusk Sea,2016.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Gust,T,20,7
Hiiro no Kakera 2: Hisui no Shizuku,2007.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,16,1
Summer Athletics 2009,2009.0,49Games,0.0,0.03,0.0,0.0,0.03,,,,,,,28,10
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,2015.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,2,0
JoJo's Bizarre Adventure: Eyes of Heaven,2015.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,17,2
Pro Yakyuu Spirits 5 Kanzenban,2008.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,17,10
Rugby World Cup 2015,2015.0,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,8.0,5.0,HB Studios Multimedia,E,28,10
Sorcery Saga: The Curse of the Great Curry God,2013.0,Rising Star Games,0.0,0.0,0.03,0.0,0.03,65.0,17.0,7.3,44.0,Zerodiv,T,20,7
Cabela's Big Game Hunter: Pro Hunts,2014.0,Activision,0.03,0.0,0.0,0.01,0.03,,,5.9,8.0,Cauldron Ltd.,T,17,8
Hajime no Ippo: The Fighting! (2014),2014.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,17,10
Game of Thrones (Telltale),2015.0,Telltale Games,0.02,0.0,0.0,0.0,0.03,,,,,,,28,1
Dance Factory,2006.0,Codemasters,0.02,0.01,0.0,0.0,0.03,56.0,22.0,5.8,8.0,Broadsword Interactive,E,16,0
Totally Spies!,2005.0,Atari,0.02,0.01,0.0,0.0,0.03,,,,,,,6,4
Jig-A-Pix: Wild World,2009.0,Zushi Games,0.03,0.0,0.0,0.0,0.03,,,,,Frame Studios Interactive,E,4,5
DragonHeart: Fire & Steel,1996.0,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,15,0
Chaos;Head - Love Chu*Chu!,2010.0,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,,28,1
Nishijin Pachinko Monogatari 2,1996.0,KSS,0.0,0.0,0.03,0.0,0.03,,,,,,,23,3
The Walking Dead: Season One,2012.0,Avanquest Software,0.0,0.03,0.0,0.01,0.03,,,,,,,13,1
Hyperdimension Neptunia Re;Birth 2,2014.0,Idea Factory International,0.02,0.01,0.0,0.01,0.03,,,,,,,20,0
RoadKill,2003.0,Midway Games,0.02,0.01,0.0,0.0,0.03,64.0,12.0,,,Terminal Reality,M,7,0
The Legend of Heroes III: Song of the Ocean,2006.0,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,58.0,17.0,6.1,7.0,Microvision,E10+,19,7
Combat Mission: Shock Force,2007.0,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,62.0,15.0,3.3,86.0,Big Time Software,T,13,11
Top Gun: Hard Lock,2012.0,505 Games,0.0,0.02,0.0,0.01,0.03,,,7.8,11.0,505 Games,T,17,0
Alia's Carnival! Sacrament,2015.0,dramatic create,0.0,0.0,0.03,0.0,0.03,,,,,,,20,1
F1 2002,2002.0,Electronic Arts,0.02,0.01,0.0,0.0,0.03,72.0,7.0,7.8,4.0,EA Sports,E,7,6
Mushihimesama Futari Ver 1.5,2009.0,Cave,0.0,0.0,0.03,0.0,0.03,,,,,,,28,8
Pocket Fighter,1998.0,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,,21,2
Toaru Majutsu no Kagaku no Ensemble,2013.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,19,1
Ojyousama Express,1998.0,Media Works,0.0,0.0,0.03,0.0,0.03,,,,,,,21,11
Starsky & Hutch,2003.0,Empire Interactive,0.02,0.01,0.0,0.0,0.03,,,,,,,6,6
Sitting Ducks,2003.0,LSP Games,0.02,0.01,0.0,0.0,0.03,35.0,6.0,,,LSP,E,6,4
Brothers Conflict: Brilliant Blue,2013.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,19,1
Garfield: A Tale of Two Kitties,2006.0,Game Factory,0.03,0.0,0.0,0.0,0.03,59.0,7.0,,,Two Tribes,E,4,4
Men of War,2009.0,505 Games,0.01,0.02,0.0,0.0,0.03,80.0,22.0,8.1,136.0,Best Way,M,13,11
Eyeshield 21: Field Saikyou no Senshi Tachi,2007.0,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,,,26,7
Fullmetal Alchemist: Brotherhood,,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,,19,0
Bad Apple Wars,2015.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Otomate,,20,0
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,2008.0,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,,4,1
House M.D.,2010.0,Mindscape,0.02,0.0,0.0,0.0,0.03,,,,,Legacy Interactive,T,4,1
thinkSMART FAMILY!,2010.0,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,Mentor Interactive,E,26,3
Ultimate Block Party,2004.0,505 Games,0.03,0.0,0.0,0.0,0.03,76.0,12.0,,,Magicpot,E,19,5
Last Escort: Club Katze,2010.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,19,1
Renai Revenge,2015.0,TGL,0.0,0.0,0.03,0.0,0.03,,,,,,,20,1
Stacked with Daniel Negreanu,2006.0,Myelin Media,0.02,0.01,0.0,0.0,0.03,61.0,20.0,,,5000ft,T,29,3
Mahjong 300,2011.0,Avanquest,0.0,0.03,0.0,0.0,0.03,,,,,,,4,5
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,2010.0,Yeti,0.0,0.0,0.03,0.0,0.03,,,,,,,19,1
Konami Classics Series: Arcade Hits,2007.0,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03,76.0,29.0,,,M2,E10+,4,3
WRC 5: FIA World Rally Championship,2015.0,Bigben Interactive,0.0,0.02,0.0,0.01,0.03,,,,,,,20,10
Infinite Stratos 2: Ignition Hearts,2014.0,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,,20,1
Otometeki Koi Kakumei * Love Revo,2006.0,Interchannel,0.0,0.0,0.03,0.0,0.03,,,,,,,16,1
Guitar Hero: World Tour,2009.0,Aspyr,0.0,0.03,0.0,0.01,0.03,,,7.8,9.0,Neversoft Entertainment,T,13,3
Super Meat Boy: Ultra Edition!,2011.0,Unknown,0.0,0.02,0.0,0.01,0.03,,,,,,,13,4
Dr. Muto,2002.0,Midway Games,0.02,0.01,0.0,0.0,0.03,63.0,6.0,,,Midway,T,7,4
Super Heroine Chronicle,2014.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,17,7
Otomedius Gorgeous,2008.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,28,8
Egg Mania: Eggstreme Madness,2002.0,Kemco,0.02,0.01,0.0,0.0,0.03,64.0,8.0,,,Kemco,E,16,5
Alter Ego,1985.0,Activision,0.0,0.03,0.0,0.01,0.03,59.0,9.0,5.8,19.0,"Viva Media, Viva Media, LLC",T,13,9
Kiniro no Corda 3,2010.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,16,1
Zero Escape: Virtue's Last Reward,2012.0,Rising Star Games,0.03,0.0,0.0,0.0,0.03,88.0,15.0,8.8,188.0,ChunSoft,M,2,1
Darkstalkers Resurrection,2013.0,Capcom,0.0,0.0,0.03,0.0,0.03,80.0,33.0,7.3,27.0,Iron Galaxy Studios,T,17,2
Transformers: Devastation,2015.0,Activision,0.0,0.03,0.0,0.0,0.03,74.0,9.0,7.6,56.0,PlatinumGames,T,13,0
MotoGP 15,2015.0,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,65.0,9.0,,,Milestone S.r.l,,30,6
Highschool Terra Story,1998.0,KID,0.0,0.0,0.03,0.0,0.03,,,,,,,21,1
Summer Athletics: The Ultimate Challenge,2008.0,DTP Entertainment,0.02,0.01,0.0,0.0,0.03,48.0,10.0,,,49Games,E,28,10
The Golf Club,2014.0,Unknown,0.03,0.0,0.0,0.0,0.03,64.0,15.0,5.4,59.0,HB Studios Multimedia,E,30,10
Emergency! Disaster Rescue Squad,2009.0,Destineer,0.03,0.0,0.0,0.0,0.03,,,,,,,4,9
Neverwinter Nights,2002.0,Atari,0.0,0.03,0.0,0.0,0.03,91.0,34.0,8.2,490.0,BioWare,T,13,7
Suggoi! Arcana Heart 2,2009.0,AQ Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,,16,2
Crazy Machines,2008.0,DTP Entertainment,0.0,0.03,0.0,0.0,0.03,,,,,,,4,5
Ebikore Photo Kano Kiss ,2015.0,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,,,20,0
East India Company Collection,2010.0,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,,,,,Nitro Games,T,13,3
Mother Goose no Himitsu no Yakata,2011.0,Quinrose,0.0,0.0,0.03,0.0,0.03,,,,,,,19,1
Fast & Furious: Showdown,2013.0,Activision,0.0,0.03,0.0,0.0,0.03,,,,,,,28,0
Winning Post 7 2009,2009.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,19,10
Puzzle & Action: Tant-R,1994.0,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,8,3
Code Lyoko: Quest for Infinity,2008.0,Game Factory,0.03,0.0,0.0,0.0,0.03,,,,,Neko Entertainment,E10+,19,0
The Voice,2014.0,Activision,0.02,0.0,0.0,0.01,0.03,,,,,Activision,,17,0
Digimon World 4,2005.0,Atari,0.02,0.01,0.0,0.0,0.03,54.0,5.0,8.8,4.0,Bandai,E,29,7
Guilty Gear XX Accent Core Plus,2009.0,PQube,0.01,0.02,0.0,0.0,0.03,76.0,10.0,7.3,9.0,Arc System Works,T,26,2
Kekkaishi: Kokubourou Shuurai,2008.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,4,0
Galleon: Islands of Mystery,2004.0,SCi,0.02,0.01,0.0,0.0,0.03,67.0,40.0,7.0,10.0,Confounding Factor,T,29,0
Montessori Music,2008.0,Oxygen Interactive,0.01,0.02,0.0,0.0,0.03,,,,,Will,E,4,3
World Sports Competition,2009.0,Hudson Soft,0.02,0.0,0.0,0.01,0.03,,,,,,,17,10
Shugo Chara! Amunonijiro Chara Change,2008.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,4,0
Renai 0 Kilometer,2013.0,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,,19,1
Sunny Garcia Surfing,2001.0,Ubisoft,0.02,0.01,0.0,0.0,0.03,61.0,11.0,7.9,7.0,Krome Studios,E,16,10
Far East of Eden Shinden,1995.0,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,,,12,2
Tantei Jinguuji Saburo DS: Kienai Kokoro,2008.0,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,,,,,4,1
Lock On: Modern Air Combat,2003.0,Ubisoft,0.0,0.03,0.0,0.01,0.03,76.0,20.0,7.5,549.0,Eagle Dynamics,E,13,9
MotorHead,1998.0,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0,0.03,,,,,,,15,6
Max & the Magic Marker,2011.0,Unknown,0.0,0.03,0.0,0.0,0.03,,,,,,,26,4
Ao no Kanata no Four Rhythm,2016.0,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,,20,1
StormLover,2010.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,19,1
Gloria Union,2011.0,Atlus,0.0,0.0,0.03,0.0,0.03,,,,,,,19,7
Gensou Suikoden I & II,2006.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,19,7
Worms: WMD,2016.0,Sold Out,0.01,0.02,0.0,0.0,0.03,78.0,23.0,7.6,19.0,Team 17,E10+,18,0
Shaun White Skateboarding,2010.0,Ubisoft,0.0,0.03,0.0,0.01,0.03,,,7.3,6.0,Ubisoft Montreal,T,13,10
Eyeshield 21: DevilBats DevilDays,2006.0,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,,,6,7
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,2014.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,27,3
Jyuzaengi: Engetsu Sangokuden,2012.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,19,0
Ratatouille,2007.0,THQ,0.01,0.01,0.0,0.0,0.03,,,7.9,9.0,Asobo Studio,E,13,0
Shin Sangoku Musou Online: Kamishou Ranbu,2010.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,17,0
Rabbids Land,2012.0,Ubisoft,0.01,0.01,0.0,0.0,0.03,52.0,26.0,5.2,29.0,Ubisoft Paris,E10+,27,3
Dancing Blade II: Tears of Eden,1999.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,15,1
Kokoro no Kokoron,2011.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,4,3
Hiiro no Kakera 3: Aoikuro no Kusabi,2008.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,16,1
BeatMania IIDX 13: DistorteD,2007.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,16,9
Guild Wars,2005.0,NCSoft,0.03,0.0,0.0,0.0,0.03,89.0,53.0,8.4,455.0,ArenaNet,T,13,7
Go! Go! Hypergrind,2003.0,Atlus,0.02,0.01,0.0,0.0,0.03,,,,,,,7,10
Great Edo Blacksmith,2014.0,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,,20,1
Keshisasu-Kun: Battle Kas-tival,2010.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,4,0
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,2011.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,4,3
Peak Performance,1997.0,JVC,0.02,0.01,0.0,0.0,0.03,,,,,,,15,6
